,Unnamed: 0,saudi-line
14389,14717,خلاص بتلقيني عندك من ثالث وهي تضحك قلت اربع مو ثلاث وش النشبه هذي اقول الشرهه مو عليك الشرهه علي الي كلمك قسم بالله انك مالك داعي وليش ماتبين تتمشين معنا مقدر وربي مقدر انتي غبيه الحين هو يبيك تروحين معنا ولو تشوفينه كيف كاشخ وكل شوي يناظر في الساعه يا انتي ماتعرفين وش في قلبي كل ما اشوفه احس اني انحرق حرق انا احبه بكل جوارحي وهو حبه لوحده غيري
14390,14718,ياقلبي هذيك ماشافها الا يوم ويمكن اقل من ربع ساعه وعلقت معه لكن انتي شافك وجلستي معه والرجال بدي يهتم بشكله وببيته وكل شوي باذنا بحط في بيتي كذا وبسوي كذا وبي غرفه عيالي كذا يعني متحمس واذا شافنا نتكلم فيك جا وجلس يتسمع وش نقول يا بدي يميل لك لا تخربين علي عمرك
14391,14719,خلاص بروح وامري لله تعجبيني يلا روحي تكشخي اتكشخ وحنا رايحين نتمشي بتخفي كشختي العبايه ياخبله يمكن يعزمنا بمكان وتقدرين تشلين النقاب بدت ترسم مخطاطتها زين زين يلا بروح لا تاخريني كش عليك الحين من الصبح وانا اعلمك واقولك وفي الاخير تصرفيني كني بزر ه خلاص ولا يهمك انتي اكبر بزر قفلت في وجها الجوال وهي تضحك اوريك اليوم
14392,14720,تفتح دولابها وعلي طول بدون تردد اخذت تنوره ساده وطويله وبدون قصه ولبست عليها بلوزه نص كم بيج بعد وبالنص نقش بني مدري هذا الون زاهي ومع انه بسيط الا انه زهاها وصارت مثل الورده النديه ولبست عدسات عسليه ولانها سمره ما بغت تحط كريم اساس حطت وردي بس وكحلت عيونها زود علي ان عيونها مكحله بطبيعتها طلعت برئيه وجمالها هادي وفاتن مسكت العطر بتردد واخير تركت وقالت يوه لو كنت بروح لبيتهم تعطرت بس مقدر بطلع مكان عام والي تعطر بمكان يشمون ريحها الرجال تعتبر زانيه كانت حاسه بتوتر وهي تنتظرهم ماتدري وش بيكون تصرفها وراحت بها الذكريات لذاك اليوم يوم رفعت جوالها ترد عليها وماخلتها صوت الشهقات تكمل ودمع يسري علي خدها
14393,14721,ماتوقعت هديتي تزعلك بدال ماتفرحك كلمته زادتها وزاد الجرح جرح تكلم نفسها شلون تبيني افرح وانت قتلت فرحتي ردها للواقع صوته وهو ينادي بعصبيه مع بكي مع قهر كلها اجتمعت بصوتها وردت نعم ابتسم مايدري وش الي خلاه يبتسم بس حس بنبره صوتها شي يخليه غصب يبتسم ضحك ليش معصبه
14394,14722,رفعت حاجب وقفت بكي وحست بس بقهر ليش معصبه وصارت تكرر كلمه معصبه لمده دقيقه هنا ما قدر يمسك نفسه وجلس يضحك بصوت عالي لدرجه صارت تصك علي اسنانها بدال ما يقول ودي امسح دموعك وبدال مايقول ليش تبكين يضحك ويقول ليش معصبه اوريك يا يا انا يا انت هين يحاول يسيطر علي نفسه بس غصب عليه رجع يضحك مره ثانيه ممكن اعرف ليش تضحك يحاول يخفف ضحكته والله من عصبيتك اتخيل الحين شكلك شلون صاير علي طول ناظرت المرايه وشافت نفسها وكيف عيونها صايره حمرا وجها صاير اسود بقوه من الحمق والقهر اختلعت لو يشوفها بها الشكل وعلي طول رفعت يدها لشعرها عشان تعدله كانه يشوفها
14395,14723,كانه عرف وش تفكر فيه علي طول قال ارتاحي مراح اشوفك الا متعدله ومتزينه اخاف تموتين علي ياشيخ الظاهر انك شايف مقلب في نفسك اكيد انا الشيخ الا قول الشيخ وهنا مو بس الي ضحك حتي يوم تتخيل شكله وقعدو يضحكون لحد مقال فديت الضحكه وراعيتها هنا خلاص جمدت ضحكتها بفمها وقفت نظرتها وهي تحاول تستوعب الكلمه الي قالها وبدت تحس بحراره تسري بجسمها وقفت ضحكه
14396,14724,يالله حبيبتي تبين شي ينتظرني تبي تتنفس حست نفسها تختنق من كثر ماهي ماسكه نفسها بس قالت لا تبي تنهي المكالمه هنا رجعت للواقع صدق صدق حنا يالبنات رومنسيات او مجنونات بزياده كلمه وحده تغيرنا وتاثر فينا تنقلنا لعالم ثاني اوف خلني احتريهم بري ازين من الافكار الي صارت توديني وتجيبني
14397,14725,هنا سمعت صوت الهرن وخذت عبايتها ولبستها ومشت بخطوات راكده وهي تناظر قدامها ومثل ما توقعت من مخليه لها الكرسي الي قدام فاضي تبيها تركب حاولت تكون عاديه وفتحت السياره بهدوء وسلمت بهدوء عكس مشاعرها الملخبطه وهي تشوف ابتسامه وكشخته وعطره الي مالي المكان التفت عليها شلونك
14398,14726,تحاول تكون اعصابها ثلج تمام بضحكه يالله بما ان فوز بتروح معنا اهي الي تختار المكان هاه وشو المكان الي تبين ماتفرق معي كل الاماكن عندي سوا تضايق بس ما ياس وحب يكسر الحاجز الي بينهم لالا اكيد فيه مكان تحبينه ونفسك تروحين له المكان الي ابيه يمكن ما يعجب علي طول ماتهمني اهم شي انتي من الحين يابن الذينا وانت ما خذيتها قلبت علي اي زوجتي وام عيالي ولا انتي وش ابي فيك وش بيجي منك صارت تسوي نفسها زعلانه وتحاول تعصر عيونها عشان تطلع الدموع صراحه الدموع احيانا ماتنزل في وقتها ه التفت علي فديت الضحكه وراعيتها
14399,14727,هذي ثانيه مره كلمته تربكها وتغيرها نزلت راسها ومسكت طرف عبايتها وصارت تلفه علي اصبعها من احراجها كل شوي يلتفت عليها لدرجه خلت نوف تنطق انت يابو الشباب انتبه علي الطريق لاحق تبحلق في علي كيفك هنا شهقت بصوت عالي خلت يضحك بقوه علي احراج الواضح لو اشوفها من اليوم للابد مراح امل
14400,14728,تكلم نفسها هذا ناوي علي يبي ينسيني الي سوي مستحيل اخلي الي سويته يمشي بسهوله قطع عليها تفكيرها هاه وش المكان الي تبين ابي الثمامه بصوت عالي لا حرام عليك يقولك اي مكان وانتي تبين الثمامه طيب يابقره قولي الفيصليه خلينا نتعشي فيها قولي المملكه صدق صدق انتس ابدويه الثمامه ه طيب الثمامه روعه كل شي تبينه فيها بر وملاهي ومنتزهات وش تبين بعد حتي ولو ناخذ دباب نعم نعم تبون دباب ه وليش يعني تبي تمنعنا
14401,14729,يعني من جدك تبين تركبين دباب قدام خلق الله وش فيها الكل يركب لا احلمو تركبون وانا معكم والله لا حش رجليكم صدق بدوي يلتفت عليها ويبتسم والنعم طال عمرتس قلبت عيونها فيه شايف نفسك يسوي مثل حركتها يحقلي اقول ياعبله وعنتر وش رايكم بس في حديقه السلام ه كلها باكستانيه وهنود
14402,14730,وشوي وبتصيح طيب خلونا نروح لمطعم تكفون علي طريق الملك اول شي بنروح لثمامه مثل ماتبي واذا جا وقت العشا بنروح رهيب وانا معجبني من زمان وهي تافف اي اذا غبرت عباياتنا تبينا نروح ه انتي ما يعجبك العجب تلتفت عليها بضحكه شيلي عبايتك وربطيها علي خصرك يناظرها لا والله وين حنا عايشين فيه
14403,14731,يالله جربي بس ترفعينها شوي وتبين تنورتك لا احش رجولك واردك للنسيم مشي الحين انا وش ذنبي بدال ما تهاوشني انا هاوش مرتك هي الي تبيني ارفع عبايتي هي الي ماتستحي مرتي اطيب منك وابرك منك مو زاعجتنا من يوم ما مشينا تفتح عيونها بقوه الظاهر اني ناشبه بحلقكم ودك لو تفرني بري ياليت علي الاقل اكون مع مرتي بلحالنا
14404,14732,هنا انحرجت ونقهرت عشان وعلي طول ردت ومن قال ابي اتم معك برحونا انا عشان خاطر رحت معاك كفك كفك يا ايوي بعدي تسلمين والله اخذتي حقي انقهر وصار يوزع نظراته بينهم اخر شي قرر يوقف السياره ويخليها تدحدر بهم شوي يخوفهم عاد تعالو شوف خبال البنات صار يصارخن باعلا اصواتهم بنموت بنموت تكفي يا بنموت الحق علينا جا يمشي وكانه يركض شوي جنب السياره اي الحين تترجن وقبل شوي قالبات علي وقف السياره ونزلو البنات ومشن شوي وهم يشوفون الطعوس والمنتزه والناس كيف منتشره وما نتبهن للرجال الي جا وسلم عليه ه الله يسلمك يارب ابد ما فيه شي بس ابي اخوف الاهل شوي هنا رفع عيونه بلمح البصر علي الي معه ورجع يرفعها مره ثانيه وهو مو مستوعب والي خلاه يتاكد صوت الي تناديها
14405,14733,وجع انتظريني شوي الاهل معك خساره كنت بعزمك معي الشباب كلهم تلعثم وكل شوي يطالع لجهتم وخاف ينتبه له لا الله يسلمك انا جاي بزوجتي واختي نتمشي وماراح نطول بنرجع خلاص لازم تواعدني تسير علي لو في البيت ان شاءلله علي خير قريب ازورك في انتظارك باذن الله يلا في امان الله
14406,14734,في امان الكريم معقوله تكون زوجته لالا يمكن اخته بس اكيد هي هذي مشيتها وشكلها حتي الاسم بس الاغرب تكون من اهل لا وبعد من وجهي ابي ارقمها بس معقوله زوجته وشولون الحين ادري من بيعلمني مافيه غير امي انشدها هي الحين تعرف امه وقد زارتهم في بيتهم وجيرانهم قبل
14407,14735,اتعبتيني وانتي شوي وتركضين قدام خلق الله بلاك ماتدرين وش صاير شفتي الرجال الي موقف مع ويسلم عليه تري اهو الي تلقف علي في السوق اي تذكرته طيب شوفي شلون يطالعنا توقعين اعرفك مدري عنه بس قلبي يدق بقوه مدري ليش خايفه
14408,14736,مالك داعي مافيه شي يخوف هلابك اكثر وينك فيه والله اتمشي بدون هدف تقدر تمرني الحين ابشر ما طلبت وصل للبيت خالته وتفاجئ يوم طلع عليه ومعه شلونك يا بخير شلونك انتي من الله بخير اعذرني سيارتي في الورشه من الصبح ترتفع حرارتها مدري وش السبب لازم اوصلها لبيت خالي
14409,14737,وانت ليه تعذر بعدين انا امشي في شوارع الرياض مالي حاجه خل علي الاقل البنزين اذا راح يروح في شي مفيد الله يطول لنا في عمر الحين البنزين مو مشكله بعد ما رخصه اي والله الحين اعبي سيارتي بعشرين وافللها بعد التفت علي الي ما تناقشت معهم في العاده تصجهم صج ولازم تسولف وماتسكت
14410,14738,غريبه ياست الحسن ليش ساكته تنحنح شوي عشان يطلع صوتها تدري مع الاجازه وقله الاختلاطات صرت ما القي احد اتكلم معه لو ما تكرمت علي بالحلقه هذي كان صرت طرما كلمه ترن في اذنه يحس انه اشتاق لها حيل وحي يبين لهم انها ماتهمه بعد ما رفضته وعلي طول حب يغير السالفه وش الحلقات هذي حلقات تحفيظ ياشين اللقافه هو يسئلني يابابا
14411,14739,ابي اختصر عليك مشوار طويل عشان توصلين له معلومه ه محد طلب مساعدتك الا انا طلبتها اجل تبين تبربرين علي روسنا ساعه كامله اي الشرهه مو عليكم الشرهه علي الي سولفت معكم ماكنت ساكته واتامل خلق الله ه خلاص دخلو علي الشارع الي فيه بيت خالهم وهنا انطقت اصبرو ادق علي اخوها مو فيه منها تدلني مكان الحلقه ومنها نوصلها زاد قبضته علي الدريكسون وارتبك شوي والافكار تروح به وتجيبه
14412,14740,اتصلت علي وستعجلتها تطلع عليهم وجتهم مثل العاده وهي مربوشه الشنطه في يد وتوها تعدل عبايتها زين وما نتبهت الا يوم قربت من السياره وكل الانظار عليها كل الانظار عاديه الا نظره وحده تحس انها ناريه من كثر ماشافت فيها ماتدري هل هو كره او حقد او غضب بس انها تشتعل ناظرت فيهم والتفتت عليه تبي تشوف نظرته لها شافها وصد عنها
14413,14741,في خاطره اه ياني مشتاق لك مدري شلون اشكرك يا خليتني اشوفها قبل ما اسافر ركبت بهدوء غير عن طبيعتها الكل ومعهم بتلعثم وتردد وش اخباركم بخير انتي وش اخبارك ماعلي بخير يالله وصلنا تاخرنا كانها تصحي وهو سارح مع الي معاه وفي صوتها وكانه حس بحراجها لهدرجه انصدمتي يوم شفتيني لهدرجه ماتبيني
14414,14742,ان شاءلله بس في اي اتجاه الحلقه هذي تحاول يكون صوتها طبيعي شفت الثانويه الي كان يدرس فيها بجنبها بيتين مو مثل العاده ينرفزها ويرد عليها سكت ولا رد عليها ومشي علي طول بدون مقدمات تصدق راح نشتاق لك اي علي فكره متي راح تسافر بعد بكره تسافر تسافر تسافر تسافر تسافر تسافر كلمه ترددت في اذن بيسافر بيخليني وهنا دمعت عينها
14415,14743,وش فيها دمعت عينها ليكون انصدمت اني بسافر شلون اتاكد بصوت مبحوح ويالله طلع ليش تبي تسافر هنا تصنم وتفاجا مثل ما الكل تفاجا ابي اكمل دراستي واحاول اداوي جروحي هنا زاد بكي وصارو قريبين من المدرسه خلاص وقف وعبرتها تجي وتروح ونزلت بسرعه وراحت تمشي ونزلت وراها وهنا طول واقف وما مشي يتبعها بنظرها وخياله يروح به لمكان بعيد لايام قضاها معها ومع مناقرتهم مع بعض قطع عليه صمته لا تحاتي يا تحبك لو تحبني ما رفضتني دلع بنات انت لا تعطيها وجه ولا تكلمها وتشوف اذا هي ما تغيرت ما اكون اذا انا قدرت قلبي ما يقدر والدموع في عيونها تغير شلون ماتبينه يتغير والي يحبها ماتبيه
14416,14744,وهي تبكي ومن قال ما ابيه اجل ليه رفضتيه محد فاهمني انا خايفه فكره العرس كيف اتزوج ويجيني اعيال واكون مسئوله ما اتخيل نفسي طيب ياحبيبتي هذا طبيعه المراه وبعدين فيه غيرك تزوجو وهم بزران ماكملو او وانتي يالعاقله تعتبرين اكبر منهم بيسافر وهو زعلان علي وتبي ترفع ضغطها توكلي علي الله وخليه يسافر يمكن يلقي الي تعوضه تتوقعين يتزوج هناك اكيد حلو ودمه خفيف اكيد البنات بينجنون عليه وهنا بدت تحرك الغيره بقلب
14417,14745,بقرف انا صراحه مدري وش اسوي انتي من جهه من جهه وش فيه ماحبت تبين حب ل مافيه شي تعبان شوي استهدي بالله كانه ميت لك ميت من راحت لهلها وانتي هذا حالك انا فقدت بنتي يا رجعت لهلها والحين لهم ست شهور ما شافوها وتزوج وراحو شهر العسل لهم شهر
14418,14746,في الجايه راح تعرفون كيف ردت الذاكره وكيف ارجعت لهلها وزاج كيف تم وحال يوم مشت مع اهلها ويارب يارب يعجبكم التطور الي صار فيه وانا احاول قدر الامكان يكون مثل ما تبون حبيبي اشتقتلك عيوني اتعبها السهر وانا احتجتلك قلبي بك مشغول وانا اشتقتلك روحي لوصلك تنتظر واشتقتلك معقوله تقدر تبتعد ولا توصل لي اخبارك معقوله تقدر تنام ولا تطمني علي احوالك معقوله ترتاح وتسعد وانت ماتشوفني قبالك ليه حبيبي وش الي حصل
14419,14747,من الي غيري يجذبك هو عذابي مايعذبك لو عندك عذر بسمعك ويمكن اقدر اسامحك ويمكن اعذرك من دون ماتعتذر بس انت تعال وخليني اشوفك واسمعك يمكن اقتنع باي كلمه تقولها بس تعال لاني بجد اشتقتلك وفعلا احتجتلك بالم معقوله نسيتينا لقيتهم لقيتهم لقيتيهم وتركتينا معقوله ما شتقتي لنا لا كلام ولا سؤال يعني اصبحنا ذكري بحياتك ينادي من بعيد تعال لا تحاول تبعد عنا بتشترك معنا بالتحدي بتشترك بتافف الله يعيني اذا البلشه معي شلون ما تبيني اشترك يعني انا بلشه وجا مسرع ورماه في البحر
14420,14748,راح يسبح ويبعد ويبعد عنهم يحس وهو يسبح يعاند الشوق الي بقلبه ويحاول يسيطر عليه اه يا قلبي جيت الشرقيه ابي اكون قريب منها ابي اشوفها لو بالصدفه لاني شفتها ورتحت ولا ني نسيتها ومدري اذا انا جيت علي بالها بس نظراتها تقول شي غير تقول انها تحبني بس شلون وهي طارت في احظان ابوها وراحت معه كل ما اتذكر ذيك النظرات وهي تودعنا وتمشي كان قلبي الي وسط قلبي هو الي راح راح يتبعها اه ياقلبي تعذبت من عرفت الحب ياليت اقدر اطمس علي حبها من قلبي وصار يدندن خذاني الشوق لعيونك وجيتك طرالي شي ماعمره طرالي علي بالي ولالحظه نسيتك
14421,14749,اسولف بيك من حالي لحالي تغيب الناس لاجيت ولقيتك اشوفك ظحكتك واكتم مضالي خذيت من العمر عمر وعطيتك كفي الايام وتعود الليالي انا وشلون اعيش ان ما لقيتك تذكرت الغياب وفراق بالي تعال وقلبي المشتاق بيتك ارش الورد بقدومك ياغالي زرعتك للوفا فل وجنيتك تذوب الشمس وغصون الظلالي تجول بخاطري لامن طريتك
14422,14750,اماني مالها اول وتالي ابن الذينا جايبنا معه للشرقيه عشان يقعد سارح طول الوقت يفكر فيها وحنا بالطقاق الي يطقنا دق جوال وكان علي الفرشه حاطه مع بوكه ناظر وشاف الفلا فز قلبه تردد يرد او لا وسكت التلفون ورجع مره ثانيه يرن ارد او لا بيذبحني لازم اسمع صوتها ضغط زر الرد حبيب قلبي احم احم انا اختلعت ومادرت وش تسوي وقفلت علي طول التلفون
14423,14751,والله انه سخيف يرد اكيد شاف اسمي وشوله يرد اخاف فيه شي لالا مستحيل ارجع اكلم مره ثانيه احسن خل اروح لامي تكلمه وفعلا راحت لامها وقالت انها تصلت علي جوال ورد عليها وعلي طول امها اتصلت علي جوال ولدها تبي تشوف وش قصته ورجعت تتصل من جوالها وهنا شاف الغاليه تتصل بك عرف انها خالته علي طول رد هلا وغلا هلا وغلا باحلي خاله بالوجود ه هلابك اكثر يابعد روحي مساء الخير مساء النوروشلونكم وين ما يرد علي جواله حنا بخير ماننشد الا عنكم قاعد يسبح بعيد عنا ومخلي جواله علي الفرشه روعتني المطيوره
14424,14752,فز قلبه بسم الله عليك وليه ارتعتي تقول اتصلت علي جوال ورد اكيد ان فيه شي مافيه شي شوفيه مخلينا علي جنب ويسبح بلحاله ومطنشنا وهو مزعجنا وماخذنا معه الله لا يغير عليكم يمه وانتبهو علي انفسكم والله الله من السرعه وانتبهو من البحر ولا يغركم انكم تعرفون تسبحون ابشري ياخاله وبتردد شوي خاله سم يمه
14425,14753,تعذريلي من رديت عليها قلت اكيد تبي شي ضروري من عادي يمه انت واحد واذا رديت عليها وش فيها المهم يمه انتبهو علي نفسكم ان شاءلله فمان الله فمان الكريم من وري امها يعني مافيه شي مافيه الا العافيه وهو يسبح في البحر حست بخوها واكيد مراح للشرقيه الا لانه اشتاق يؤؤه قصدي مدري ليش احب اسم اكثر من اخترت اسم من ازعاج صديقتي الا تبي اسمها اذا رجعت لها الذاكره يكون عليها ولاني اموت في سميت
14426,14754,نرجع يارب تكون من نصيبك يا وتمددت علي الكنب الي بالصاله وجلست تتذكر ايام الشرقيه والله انك بايخه لا ترمين الكوره بعيد من زين سباحتنا تبينا نغرق وبما انك ماتعرفين تسبحين وشوله تطمسين معنا بالبحر اقول فارقي والله من زين السباحه انتي علي بالك يومك جالسه بهالاستك انك صرتي سباحه اقول وربي لو يدخل الماء بعيونك ما نشوف الا اسمك بالجرايد بكره غرق فتاه ببشاطي بالخبر
14427,14755,ه تفاولتي علي البنت وربي ماعندكم ذره رومنسيه خلونا نتمتع بجو البحر ه اي ذره رومنسيه بها السواد يالله نقدر نشوف عيون بعض والبحر حتي مو شايفينه ه تكفين لا تكملين راسي عورني من الضحك ه اي والله ربي بلاني بنات عمه مجنن واحده ذابحه نفسها بالرومنسيه والثانيه علي بالها مافيه اذكي منها
14428,14756,اقول خلونا من تنكيت انا عندي لكم موضوع حلو ابدعي يا مبدعتنا موضوعي عن الحب ه ويلموني اذا قلت هالبنت خبله تري رفعتي ضغطي خلينا نتكلم في موضوع مهم اقول غريبه تسئلين عن الحب وانتي اكثر وحده ضده ابد يا ماعمري كنت ضد الحب بس انا كنت ضد طريقه الناس في الحب الحب شي حلو يخليك بعالم ثاني بعالم مافيه الا انتي تنسين الي حولك وتبحرين في سماه تروحين للافق فوق مثل الطير تحسين روحك هايمه فوق الحب عذاب والحب هم والحب جرح كلها حرفين لكنها تتحكم بك وتصيرين لهل حرفين مقيده
14429,14757,ياهوه ايوي علي التعبير ياعيني علي الحب اعترفي منو تحبين هنا خذت مويه من البحر ورشتها علي ه تعجبيني وانتي يا وش رايك في الحب الحب اه من الحب مثل ماقالت الحب عذاب وخاصه اذا حسيتي ان هالشخص يمكن تفقدينه وبنفس الوقت خوف من ضياعه وفرحه بشوفته يعني احاسيس ملخبطه تحسين انك في كل وقت بشعور وبحساس
14430,14758,وانتي وش رايك يا اسمعو راح اقولكم شنو رايي بالحب صح مثل ماقالو البنات انه شي حلو لكن انا اعتقد انه اذا كان بعد الزواج بيكون قمه الروعه افضل من الواحد يتعايش معه قبل الزواج لنه تهور شوي مثلا البنت اذا حبت تهورت ويمكن تسلم عواطفها لانسان ما يستحق تكون هالمشاعر له ويمكن تسوي شي يخالف المبادئ الي عاشت عليها ويمكن تخون ربها قبل كل شي خاصه اذا كانت صغيره ومراهقه صدقوني بلا حب بلا هم بلاك ما حبيتي ولا ماقلتي حب وخرابيط شهقو البنات كيف سمعهم
14431,14759,وانت يالبايخ من سمح لك تتجسس علينا لا وتسبح قريب منا ما تستحي وش اسوي لازم اكون قريب منك انتي مثل الهواء لي هنا انحرجت وما قدرت تنطق بحرف واحد ما يبرر لك تسبح قريب منا انا لي ساعه اسبح عندكم ولا ابي احد يقرب منكم لكن شدني موضوعكم طيب يا بما انك سمعتنا وش رايك بالحب انت شوفي قطع عليها تفكيرها صوت امها تبيها تسوي شاهي بالمجلس هاه وش رايك بطلعتنا هذاك اليوم استانست فيها اكيد بتستانسين اذا مع اخوي شلون ما تستانسين بخاطرها اكيد يا اقول لا تفرحين بخوك مره
14432,14760,يحقلي يا حبيبتي يارب يجيك هذاك الولد ويخطبك ونفتك منك حست برعشه خوف ماتدري وش سببها حرام عليك حرام علي وانا اشوفك بغيتي تموتين علينا يوم شفتيه وعيونك تتبعه مو تفسرين كل شي علي كيفك انا يوم شفته خفت لا اكثر ولا اقل يعني ما حبيتيه يماما الحب مو كلمه سهله من ابتسم لي من ضحك لي حبيته وبعدين كيف احب شخص ما اعرف اخلاقه ومدري عنه شي امرك عجيب
14433,14761,لا تزعلين بس شفتك كيف تناظرينه لو قلتي معجبه بشكله بقولك ممكن بس حب لا يماما لسي ما بعد جا الي يخلني اموت فيه الايام بينا يكلم امه وما يدري من وين يبتدي وخاصه جنبها يعني بتفضحه يعرفها ملسنه وهو متردد ويتلعثم يمه ام سم يمه يمه تعرفين الي مها بنت عمتي ام اي قصرانا في البر وش فيه يمه هو خطب بعد سؤال غبي اي الظاهر خطب بنت خالته فرح ما يدري وش هالشعور الي جاه اي اسمها بلقافتها المعتاده وش تبي بسمها الحين انا كلمتك انتي او جيت يمك من زين سوالفك عشان تهمني بس شفتك مهتم بسمها مالك شغل انا مهتم ليش وقف يبي يطلع وهو يحس بشعور غريب من الراحه علي الفرحه شعور جديد علي
14434,14762,بزهق وربي اني ملانه يمه احملي وجيبي لي اخت ه تبيني بعد ذا العمر احمل عشان تجيلك اخت طيب فرضا يمكن يجي ولد لالا تكفين لا تحملين اذا بتجبين ولد وبيصير مثل طلول وهي تضحك وتشيل صينيه القهوه والشاهي وتروح الله يهديك يابنيتي
14435,14763,حست بكلام امها انها تعتب عليها عشان موضوع اف مدري وش اسوي ياليت كل الي يتمناه الانسان يحققه تذكرت موضوع سفر ودمعت عينها وصارت تفكر في مواقفه الي دايم تصير معها وشوي تضحك وشوي تبكي
14436,14764,شلون هنت عليه ويبي يسافر بس انا ما احبه تلعبين علي نفسك انتي تحبينه بس راح يروح ويتركنا مراح نشوفه لازم اسوي شي خلني اتصل علي وشوف هو صدق بيسافر ما يقدرون يمنعونه اتصلت علي تلفون البيت وردت عليها مثل العاده لانها كانت بالصاله وكان جالس بجنبها يلعب في مسبحته يعدها ويرجع يعدها من جديد
14437,14765,هلا وغلا يالقاطعه هنا فز قلب وجا واقف يم الي ناظرته بعيونها وفيها ضحكه وحست بقوه حب وصار ياشر لها تخلي التلفون علي وفعلا حطته علي هلابك اكثر ياقلبي شلونك ياشر علي قلبه اه ياقلبي انا ه بخير شلونك انتي ستغربت ضحك انا بخير بس وش يضحكك ابد سلامتك بس تذكرت نكته وضحكت ليه بزر تلعبين علي اعترفي ليش تضحكين بصوت واطي اكبر بزر في السعوديه هنا خلاص ما قدرت تمسك نفسها ه قسم بالله لا ازعل عليك يا اذا نكته قوليها الحين هنا مو الي ضحكت مات ضحك اول مره يسمع النكته ه
14438,14766,وسمعت صوته ما اهتمت للنكته بس سئلت سؤال خلت يحس بغضب علي فرح علي مشاعر متلخبطه عندك ما سافر بحزن وتناظر في لا بكره بيسافر تسع بالليل
14439,14767,هنا ما قدرت تتكلم وغصتها العبره وستغربت سكوتها حتي الي يبي يشوف موقعه وين بقلبها وينك ودموعها تنزل معك يا لا تخلونه يسافر تكفين بسرعه خطف التلفون من يد مها ورد عليها بسافر خلاص ارتاحي مراح تشوفين وجهي مره ثانيه بتفتكين مني ومن ثقل دمي
14440,14768,هنا سكرت التلفون وجلست تبكي في الوقت الي ركض باقوي سرعته لغرفته وطاح علي سريره وقعد يبتسم حس من نبره صوتها ومن كلامها انها تحبه بس تكابر يبي يعطيها درس ويكون درس قوي وقعد يبتسم يوم تذكر موقفه عن الحب بالشرقيه
14441,14769,شوفي الحب يجي فجاه غصب عنك حتي احيانا يحب الانسان شخص ويمكن تكون فيه تصرفات مو زينه
14442,14770,بتهورها وتسرعها مثل العاده وش قصدك هنا الكل انفجر ضحك واولهم حست بتسرعها ودها لو تغطس راسها بالمويه ولا تسمع حسهم وضحكهم والله انك خبله تتوقع انها المقصوده لا انتي بتزوجك بس الي احبها غير مو انتي وخشتك لا من زين خشتك انت اقول انتو بتخربون موضوعي كمل يا الي يحب يقدر يبني قصور من احلام وبنفس الوقت يهدم صروح طيب ما احد اقنعني مره بالحب وعذابه ولذته ابد ابد
14443,14771,شوفي يا بقولك شي اتوقع الانسان الي يحب يكون حريص علي محبوبته ويخاف عليها من النسمه ما يبي احد يقرب لها مو حب الخرابيط الي طايحين فيه الشباب يجي ولد يسجل بمنتدي ويلاحق بنات خلق الله ويلعب بمشاعرهم ويقول احبهم وهدفه معروف الحب غير الحب سامي ما يشوبه خوف يحرص علي محبوبته من كلام الناس اكثر من حرصها اهي يتمني يقفل عليها بعيونه عشان محد يقدر يناظرها يبيها ما تمشي في درب الخطا ياناس خلاص ما عاد فيه شي اسمه حب
14444,14772,الكل قعد يصفق الا الي حذف عليها الكوره هو ما يشوفها بس عارف مكانها من صوتها انتي اخر وحده تتكلم عن الحب وش عرف البزران رجع للواقع وقعد يضحك ويتذكر حركاتها الي يموت فيها يموت في الطهر بعيونها والعفويه وتمني لو تكون ملكه له بس نبذه قصيره عن العرسان وكيف قضو شهر العسل بعيد عن اهل الرياض بعد ما اعتمرو بعد ما اصرت تستفتح حياتها بعمره باطهر بقعه في العالم وقررو يقضون شهر عسلهم بين مكه وجده والطائف وابها رحله في مناطق مملكتنا الحبيبه وصلو لجده في تمام الساعه وحده بالليل وكانو محرمين بالطياره وعلي طول اتجهو لمكه واعتمرو ودعو ان الله يوفقهم بحياتهم ويكتب الله لهم كل خير راحو للشقه بجده عشان يتمون فيها يومين بس ويتجهون لطائف بعدها اول ما دخلو الشقه كان التعب مسيطر عليهم علي طول من قاعه الفرح للفندق ريحو ساعه بس وجو للجده ومن جده لمكه ابد مافيه فرصه عشان يرتاحون كان مقرر ياخذ ويبتعد ما يبي يحضر الغداء الي راح يسونه اهله يبي ينفرد وشكلها بالفستان الابيض ما راح ابد عن باله عشان كذا استعجل وراحو بدون ما احد يدري عنهم دخلو الشقه والتعب طاغي عليهم حاول يقاوم التعب الي يحس فيه ضحكت وهي تشوفه كيف هو مرهق راحت تتروش بعد العمره وترتب شعرها لانها قصرت فيه وشكله مبهذل شوي لقاها فرصه عشان يتمدد يرتاح شوي علي بال ما تطلع لكن ما دري انه نعس وراح في نومه في الوقت الي طلعت دانه من الحمام الله يكرمكم وجلست تجفف شعرها وضحكت يوم شافت كيف نايم شكله يضحك رجلينه كلها بري السرير لانه كان اول جالس بس اسند ظهره علي السرير ونام بدون ما يحس ما حبت تخرب عليه نومته وبالاصح استحت تجي يمه وتقومه حست انها ارتاحت شوي وراحت للصاله ولقت كنبه طويله تمددت عليها ونامت علي طوول
