,start_time,end_time,Egyptian_Text
815,1153.429,1166.379,و طبق السلطه و هياكل كل ده و و مش حيحس انه هو اه رافض الاكل ده و الكلام ده كله بالعكس هو كده استفاد جدا من البروتين و الخضار اللي انا قدمته له في الاكل
816,1202.449,0.46,وعليكم السلام سلام علي
817,2.839,6.4,الحمد لله بخير ازايك يا يوسف عامل ايه واخبارك ايه
818,7.76,11.289,الحمد لله يا يوسف ولا يوسف
819,16.64,19.69,ضم ايوه يا يوسف برافو عليك ماشي
820,20.36,21.489,عامل ايه واخبارك ايه
821,22.969,26.86,الحمد لله اخبارك الجو عندك ايه
822,31.28,32.529,الجو حاضر
823,34.909,37.119,حار حار تمام تمام
824,38.659,43.299,طيب والجو عموما بيبقي حر ليه علي طول واللا في الاوقات دي بس
825,55.61,58.509,طيب وهو اساسا الحر عندكوا بدا من ايمتي
826,64.848,66.339,يعني علي شهر اربعه كده
827,68.089,68.8,م
828,69.44,70.75,انت بتحب الحر يا يوسف
829,74.599,75.459,بتحب الشتاء
830,85.519,87.489,ماشي يا يوسف طيب ايه
831,89.72,97.239,ايه الحاجات اللي بت بتخلي الجو مثلا يبقي حر عندك انت عندك مثلا درجه الحراره قول كده مثلا رقم
832,100.669,107.11,ماشي ايه اللي مثلا بخلي درجه الحراره عندك سبعه وثلاثين بس هنا عندي في مصر تبقي اربعين مثلا
833,107.69,109.66,انا بتكلم مثال هي مش كده فعلا
834,120.44,121.48,طيب ايه ال
835,131.839,132.58,ازاي
836,154.94,159.368,طيب يوسف انت مشيت في الاردن كثير يعني ورحت كذا منطقه
837,165.32,167.679,طيب وكل المناطق زي بعضها صح
838,171.619,179.649,يعني احنا مثلا عندنا هنا في مصر مش كل المناطق زي بعضها يعني مثلا مصر مش زي اسكندريه مثلا المناطق اللي فيها بحر
839,180.949,186.309,مش زي المناطق اللي فيها مش فيها بحر يعني عندك فكره عن المعلومه دي
840,205.07,207.16,م رحت البحر الميت
841,209.899,213.309,سمعت اه عرفت اه ليه لماذا سمي بهذا الاسم
842,221.509,222.19,ليش
843,223.58,231.279,طيب و وعموما الربيع عندكوا الربيع عندكوا فصل الربيع اللي هو الفصل اللي هو بكون لا هو ما يكون موجود عندكم
844,245.899,247.929,تحب جو مصر واللا جو الاردن
845,255.02,266.709,طيب وعموما يعني اي هي العوامل اللي بتخلي م انت قلت لي العوامل اللي بتخلي مثلا ال الدرجه الحراره عندي في مصر تختلف عن درجه الحراره عندك
846,267.17,269.26,اه اللي هي الموقع الجغرافي
847,273.589,274.809,حيال واس ثاني
848,290.929,292.029,الرطوبه بتبقي عاليه
849,296.39,297.88,طيب هو يعني ايه الرطوبه اصلا
850,307.7,309.64,اللي هي زي الند كده ندي
851,312.828,318.459,طيب وايه ثاني كمان بتساعد علي ال علي اختلاف درجه الحراره من هنا لهناك
852,320.45,325.57,عايزه عايزه العوامل ال اللي هي الطبيعيه اللي هي مثلا زي طبقه الاوزون
853,326.087,327.337,عندك فكره عنها
854,354.86,355.75,اي الفرق
855,368.93,378.729,يعني كان فعلا زمان كنا مناخد في الجعرافيا برضه بالليسا دي الوقت برضه في الليسا مناخدها يعني ان درجه الحراره في مصر معتدله في الصيفا معتدله شتاء
856,380.479,392.769,حاليا لا طبعا هي في الشتاء بتبقي عاليه جدا وفي الح وفي وفي وفي في الحر برضه بتكون عاليه يعني ف في كلي الحالات يعني ما عادتش معتدله ماعادتش الجو اللي هو المعتدل
857,396.86,402.25,بالضبط كده حتي في الامارات او في ال في الدول العربيه عموما درجه الحراره ممكن توصل لستين
858,402.709,405.789,متخيل اللي هو ازاي يعني ستين
859,411.198,411.909,بالضبط
860,413.659,414.459,ايه تاني
861,416.899,418.778,ممكن نقول عدد السكان
862,440.839,445.779,طيب عموما انت ان شاء الله لما تكبر هتكون عايز ايه مثلا تكون عايز ايه
863,446.509,447.61,عايز توصل لايه
864,451.13,452.649,يعني عايز اه
865,453.409,455.289,عايز تطلع ايه او اه
866,456.049,457.659,احلامك ايه طموحاتك ايه
867,464.75,465.64,ايه ده بجد
868,468.169,471.19,طيب بتدرس الطبيعه والمناخ من ناحيه ايه
869,472.22,472.837,اشرح
870,492.289,494.89,طيب انت تعرف ايه سبب سقوط الامطار اساسا
871,511.759,512.529,ماشي
872,514.579,515.798,وعايز تدرس ايه تاني
873,522.979,524.048,بتحب الحيوانات
874,526.49,527.529,تحب حيوانات ايه
875,539.69,542.408,طيب تعرف ال الحيوانات دي بتعيش في جو ايه
876,552.679,553.509,ايوه كمل
877,584.27,590.199,ايوه انما اي الحيوانات اللي ما تقدرش تتاقلم مع الحر وال والصحراء عموما
878,617.78,619.592,تمام بعيش فين
879,624.439,624.939,صح
880,625.759,626.709,في الجو
881,629.538,632.379,برافو طيب ومعاه برضه كالدب ال ايه
882,642.228,650.919,بالضبط علي شان اساسا طبيعه جسمه ربنا سبحانه وتعالي خلق الجلده سميك بيستحمل ال ال اللي هو الجليد او البرد
883,656.568,670.419,طيب وكمان حاجه كمان مهمه جدا جدا لازم نتكلم عنها طبعا في الجو انت عموما يعني عموما كيوسف لو انت عايز تعيش في جو تعيش بقي مش اللي هو حر قوي واللا اللي هو برد قوي صح
884,688.729,690.699,طيب وانت يا يوسف عندك اخوات
885,694.309,695.828,ما شاء الله اسماءهم ايه
886,699.619,707.409,ما شاء الله برضه شهد و ملك بحبو الجو اللي هو الجو عموما المناخ مثلا اللي هو البرد او الحر
887,715.009,717.668,يعني شهد بتحب الجو البرد
888,723.44,724.839,مش بتحب الحر خالص
889,739.819,746.619,طيب اه ك كيوسف كده ان شاء الله ان شاء الله لما يكبر يعني هي هيغير حا يعني المجال اللي هو عايز يدرسه
890,755.839,761.738,طيب انت نزلت مصر قبل كده في الجو اللي هو الصيف اللي هو مثلا في شهر سبعه
891,762.348,765.398,او خمسه مثلا خمسه سته سبعه كده يعني
892,770.988,773.018,بس مش بنفس الدرجه اللي عندك صح
893,791.57,793.148,طيب انت عندكو جبال
894,802.699,806.919,طيب ليه الجو في الجبال بيبقي احلي من الجو في الطبيعه عندكم
895,815.389,817.628,كل ما منرتفع كل ما درجه الحراره
896,825.348,831.128,طيب انت تعرف الجبال هنا موجوده في مصر او بتعرف عموما في جبال هنا في مصر
897,839.958,854.859,عندنا في مصر جبل سانت كترين الجبل دوت بيبقي تلج بصراحه انا ما شفتوش هو بسينا ما شفتوش وما رحتوش كمان بس بسمع عنه كثير يعني جبال سانت كاترين وفي برضه دير بنفس اسمه دير السانت كترين
898,855.44,859.419,وفي جبل الطور اللي ربنا سبحانه وتعالي كلم فيه سيدنا مين
899,861.919,863.589,برافو عليك انت حافظ القران
900,868.458,869.589,طيب بسوره ايه
901,877.759,879.279,ما شاء الله اللي هو في الملك
902,886.459,890.709,برافو عليك انت في الجزء الثاني من ورا اللي هو صرت ل في جزء الملك صح
903,901.759,912.038,طيب وتعرف ايه تاني عن اه عن مصر مثلا الاهرامات تعرف تعرف عنها اي حاجه تعرف مثلا انبنت ازاي او كان في العصر ايه انبنت فيه او كده
904,926.929,931.149,طيب البيئه ذات نفسها والمناخ بتاثر علي الجو ازاي
905,935.299,954.218,بمعني انه البيئه مثلا لو فيها بحر يعني مثلا بلد زي بلد زي بلد مثلا اه عندكم مثلا الاردن او عندنا في مصر خلينا نتكلم في مصر عموما عشان انا عارفاها اه مثلا البيئه عندي فيها نهر النيل فيها بحر فيها بحار يعني عندك بحر اسكندريه بقي وعندك بحار كثيره
906,954.829,957.159,في شرم وفي كذا حته يعني
907,957.59,966.49,وعندك نهر النيل البيئه ذات نفسها وبرضه في صحراء طبعا ما ننساش الصحراء الموجوده طبعا في لوكسر واصوان والحتت دي بتساعد المناخ
908,967.069,971.798,في انها مثلا تكون درجه الحراره من بلد لبلد تكون ايه مختلفه او واللا كله زي بعضه
909,988.989,990.829,طيب
910,991.64,992.439,لون ايه
911,1001.928,1002.939,احب اللون الازرق
912,1008.23,1014.579,طيب ووفي الجو عموما اللي هو الميه مطر الميه واللا مطر ثلج انت كيوسف
913,1024.01,1024.51,هاه
914,1025.418,1027.48,جربت تعمل اه الرجل الثلجي
915,1058.989,1060.117,ايوه ايوه فاهماك
916,1062.95,1068.67,طيب ماشي يا يوسف فرحت بمكالمتك وح فرحت ب اه بكلامك عن المناخ ما شاء الله
917,1075.879,3.339,خلاص ماشي يا يوسف في رعايه الله مع السلامه قلها ازيك يا طنط اسراء
918,6.98,8.079,الحمد لله كويس
919,11.479,13.93,الحمد لله لسا من شويه كنت راجعه من النادي
920,17.69,24.67,ايه بمارس شويه تمارين كره وسباحه وشويه تمارين كذا علي شان الدوره الدمويه لان الرياضه مهمه جدا للصحه
921,31.489,38.47,بحب العب كره وبحب اركب الخيل وبحب الرمايه سواء بقي بالقوس او بالبندقيه
922,51.439,55.599,اه بحب الجري ولازم اساسا الانسان كل شويه
923,56.15,67.989,يكون قصدي كل يوم يجري ولو نص ساعه بس لان الجري بنشط الدوره الدمويه اما بالنسبه لبقيه انواع الرياضه زي كره السله والتنس ده كله انا بصراحه مش بهتم بيه
924,73.489,78.16,لا في رياضات ثانيه بحبها زيها زي يعني ركوب الخيل الرمايه كذا زي ما انا قلت
925,86.989,97.629,اه هو وقعته جامده فعلا بس هو ركوبه مش صعب يعني انا ركبت قبل كذا هو العكس الخيل لو انت خفتي منه هو هيحس بحاجه
926,98.18,101.319,يعني هو هيحس ان خايفه وهيجري وهو كمان هيترعب فهيجري
927,113.629,121.18,اه عندك مثلا الخيل للهنود الحمر دول ده خيل يعني عدائي جدا بطريقه انه بيقتل بشر عادي يعني
928,129.919,131.979,يعني بحب ابو تريكو ومحمد صلاح
929,132.679,135.46,واللي هم اللاعبين المشهورين يعني
930,136.466,137.47,دول اكثرهم
931,145.729,150.13,يعني ممكن شويه اهتم باخبار كريستيانو ورنالدو او ميسي
932,155.479,158.059,هو كان في مدريد وده الوقت في يوفنتوس
933,166.308,169.809,هو من برشلونه من زمان ولسا ما طلعش بس احتمال يطلع
934,179.366,181.72,بدات بدات كذا من ثلاث شهور
935,187.82,189.82,صح يعني لو الواحد جسمه حلو
936,190.279,192.49,العقل هيكون ذكي وكويس
937,223.19,229.929,هو اساسا بفتره كورونا في ناس تخنت وفي ناس يعني علي شان ما عادتش تروح الشغل ولا
938,230.397,248.74,تعرف تروح النادي تخنت وبقت كسوله جدا وماعدتش تقدر تعمل حاجه حتي فطارها بتكسل تقوم تحضره لنفسها بس انا بقول ان ده وقت يعني مش عمر انهم مايلعبوش رياضه ممكن يلعبوا رياضه في البيت ضغط جري في المكان الحاجات ده كلها برضه بتكفي نفس شغل الجيم
939,256.398,260.108,طبعا بتنشط الدوره الدمويه وبتحسن القلب والجهاز التنفسي
940,279.049,279.762,اه في ناس
941,282.29,288.82,بيعيشوا يعني بيعيشوا ستين وثمانين سنه بيعيشوا كثير ممكن يوصلوا لمئه سنه
942,289.339,304.329,بقي ده علي شان اكلهم السليم وجسمهم السليم لانه طول ما هم طول يومهم بيلعبوا رياضه جسمهم بيفضل علي حالته وبيتحسن كمان واكلمهم كمان بيفرق جدا معاهم يعني هو الاكل مع الرياضه يعني الحميه مع الرياضه
943,337.217,338.98,اساسا الناس مابتلعبش رياضه
944,339.679,349.808,فتخرج علي شان كورونا وتقوم نازله مثلا في مره ضروري مثلا رايحين يشتروا حاجه ضروري تحس ان هم اساسا مش عارفين يمشوا في الشارع يعني مش متعودين علي المشي
945,367.849,371.05,اه بحب كره القدم وان ان شاء الله يعني
946,371.539,373.388,احترفها
947,398.778,402.429,هم اساسا هتلاقي معظم لاعبين كره القدم مثلا كريستيانو رولاندو
948,403.03,418.51,ده كان افقر واحد في المدينه كلها وكان في حي افقر يعني ممكن تقول كده حي فقير جدا وبباه كان ميت وكانت حياته مش متزبطه خالص وماكملش تعليمه وفي الاخر طلع لاعب كره ناجح
949,436.488,452.349,اه هو بصراحه يعني عشان بلحقش هم ثلث شهور اجازه الصيف وبرجع ما بسجلش هناك في انديه فماعنديش يعني صحاب كثير فممكن العب مثلا مع خالي مع عمي لو لاقيت صحاب هناك بلعب معاهم بروح نادي كدا يعني
950,456.682,461.47,هنا الصراحه يعني عندي صحاب اه في المدرسه اه وبلعب معاهم
951,474.678,475.688,يعني مثلا
952,476.269,481.419,اه لما يكون لما مثلا انت تختطي لمباراه مثلا عندك مباراه صعبه
953,482.273,507.121,انت لازم ترتبي ترتيب اللاعبين بطريقه صح خط الدفاع وخط ال اه الوسط والهجوم لازم ترتيبهم بالطريقه الصح وتحطيلهم طريقه هجوميه لاي ظرف اللاعب اخذ منهم الكره ازاي يتصرفوا كدا يعني وعاوزه ذكاء وسرعه كمان سرعه بديهه يعني لما مثلا تجيله الكره مش لسا تفكري هتدوديها لمين لازم يكون عندك سرعه بديهه تاخذيها من هنا ترميها علي طول لل اه للي انت شايفاه انه انسب واحد تديه الكره
954,523.219,528.098,طبعا العامل الاول والاخير علي المدرب نفسه لان مثلا
955,528.499,529.51,زي ما يقلك
956,530.689,535.39,اه وراء كل فريق ناجح مدرب ناجح حاجه زي كذا يعني
957,536.179,541.602,فهو اذا كان مدرب ناجح وعرف يخطط ازاي فريقه هيمشي علي نفس خطواته
958,542.089,544.539,وفريقه هيكتسب الخبره منه
959,554.089,571.39,لا يعني كذا ممكن ان اتعلم شويه مهارات من علي النت وافضل اعملها مره واثنين وثلاثه وعشره لغايه ما اتقنها واتقنها بقي وبعدين اجربها مع صحابي مع المدرب مع مع اي حد المهم ان انا اجربها ولو نجحت فيها بروح علي المهاره اللي بعدها
960,578.21,578.862,اه كانت
961,580.189,603.429,حصه رياضه اه مرتين في الاسبوع كده اه بتلعبي كره يعني الاولاد لهم اي لعبه يختاروها والبنات نفس الحكايه بس غالبا يعني كنا دائما بنلعب كره احنا الاولاد وكان احيانا بنعمل دوريات في المدرسه يجي المدير مثلا يقلنا هنعمل دوري كره وفرق ونهائي يعني كدا يعني
962,607.908,610.089,لا الصراحه لا ما جالتليش فرصه اشارك فيها
963,618.289,622.959,لا فصل مع فصل يعني مثلا هم اللي كانوا بيلعبوا صف اه
964,623.393,627.128,خامس وسادس ورابع تقريبا شويه يعني كذا من الرابع
965,637.068,642.519,صراحه لسا مش مقرر كويس قوي اه كنت بقول ممكن مثلا العب كره سنتين بس
966,646.008,647.499,وبعدين بقي
967,655.159,660.908,لا لما اكبر ادخل نادي والعب سنتين وبعدين اطلع اشوف هشوف ابقي دكتور عالم
968,668.508,670.988,اه بحب التاكوندو والكراتيه
969,675.468,677.59,يعني كنت كذا بلعبهم فتره
970,682.459,684.099,لا الكراتي كنت بلعبها شويه
971,689.84,691.748,لا الكونغفوا ما جربتوش قبل كذا
972,705.169,705.998,هو اولا
973,707.029,714.579,علي شان تقدري تلعبي كره لازم يكون جسمك علي الاقل مناسب يعني سنك يعني مثلا لو انا طفل زي كذا
974,715.038,719.678,اه مش المفروض اكون عندي بقي تخين وكذا لا لازم يكون جسمي مناسب
975,720.139,741.729,او واقدر ايوه سني يعني فا لما ها بدات يعني كذا يعني بشويه جري شويه تمرينات اللي هي تنشيط الدوره الدمويه الدمويه جيم جاك جري في المكان ضغط تمرينات دراع الحاجات ده كلها وبعدين بقي بدات العب رياضيات ارياضيات قصدي الر الرياضات اللي زي ركوب الخيل والكره وكذا
976,748.94,758.168,يعني بصي هو انا اول حاج اول ثلاث حاجات بحبهم الرسول صلي عليه وسلم قلهم في الحديث قال علموا اولادك السباحه والرمايه وركوب الخيل
977,769.248,781.568,لا كله العاب في كل يعني الفصول يعني هي نفس جدول التمرينات الا بقي لما لاقي نفس الجدول اللي هو الجدول اللي بحطه لنفسي كل يوم خلاص انت محترفه فيه وكذا بحط ببناس جدول اصعب شويه
978,782.45,788.679,او المدرب هو اللي بيحطلي يعني هو يفضل المدرب هو اللي يحطلي علي شان ماحطتش تمرين ياذيني
979,804.379,809.528,بصي هو كل ثلاث وخميس وسبت بروح النادي
980,813.229,814.331,اه بقعد في النادي
981,815.149,816.399,ثلاث ساعات تقريبا
982,822.048,830.918,بصي هو النادي زي كذا بروح بفتره العصر كذا تقريبا الصبح بقي اول ما اصحي بعمل شويه تمارين خفييفه جيم جاك وجري في المكان وضغط كذا بسيط
983,839.539,843.762,عندي شوي من صحابي مشتركين معاي
984,851.748,860.108,لا شويه من يعني شويه عرفتهم من النادي لما دخلت ودخلت الصف الرياضه بتاعهم عرفتهم شويه من صحابي في المدرسه سجلوا معاي في نفس النادي
985,865.97,875.498,اه بنعمل انديه يعني انا مثلا انا وشويه من صحابي هنا وشويه من صحابي هنا بنعمل نادي والباقي بقي بيعمل نادي فا وبنلعب كره يعني كذا ماتشات
986,883.158,884.829,اه هو انا يعني حاليا
987,885.32,889.808,اه بعرف العب في خط الدفاع بس انا نفسي العب في خط الهجوم
988,895.129,904.48,لا انا لما كنت حارس مرمي مابعرفش امسك الاهداف كويس اما انا كخط دفاع اه بعرف يعني اصد الاهداف كويس جدا اما كحارس مرمي لا ما بعرفش
989,912.44,913.539,اي اه
990,919.488,928.118,اه صحابي في المدرسه بحبو يعني يكونوا خط هجوم ما بحبوش قوي يكونوا خط الدفاع هم بحبوا يكونوا راس الحربه يعني زي ما بقولوا
991,934.507,942.368,اه هنا يعني مش هتلاقي صحاب مصريين يعني هتلاقي سوريين فلسطينيين اردنيين
992,947.929,951.038,اه يعني انا في المدرسه لغايه دي الوقت ما قابلتش ولا طالب مصري
993,960.888,965.83,اه المدارس ديت ابتدائي بس ما عرفش ممكن بقي علي شان احنا في فتره اه
994,966.288,972.608,كورونا ومش هنروح ونيجي ممكن يعملوا كمان صفوف سابع وثامن بس اونلاين
995,985.638,994.178,لا عندنا ماده الرياضه ومدرسه مخصوصه ليها يعني ومنلعب فيها ومنتعلم مهارات ومنبدا قبل الرياضه باحماءات
996,1000.248,1008.428,لا فيها ما يعني علامتها بتجي علي الشهاده النهائيه الشهاده مثلا اللي انت بتاخديها في اخر السنه بتكون ماده الرياضه تحتسب معاها
997,1014.409,1020.519,اه يعني كل صف وليه التدريبات المناسبه لعمره صف اول يعني مش زي تدريبات صف سادس اكيد تدريباته اخف
998,1033.467,1034.65,انا اسعد واللهي
999,1038.919,36.49,مع السلامه اهلا بحضرتك حابه اشكرك علي المقدمه الرائعه وانا اللي السعيده جدا ووجودي معاكي النهارده في اليوم المميز زي دا
1000,88.639,90.849,ايه اولا كان
1001,92.209,93.519,خليني اقولك ا
1002,98.269,99.43,الصوت كدا واضح
1003,104.239,105.55, خليني اقولك ان ال
1004,107.18,124.269,اي ما بتقصرش علي الصحه الجسديه فقط زي ما قلتي وان الرياضه ايضا اي تشكل اي فارق في الصحه النفسيه ايضا ومن الجانب الفيزيلوجي لما انت بتصحي من النوم بتمارسي رياضتك المفضله  اين كانت هي اي نوع الرياضه
1005,125.18,138.399,تشعرين بي ا راحه نفسيه وتشعرين بي اي اي عاده ايجابيه تاثر عليكي وتخلصك من كل الضغوطات وهموم الحياه
1006,175.19,182.259,اي سؤالك جميل جدا استاذه اماني اي شوفي اهم شيء قبل ما نبدا اي تمرين
1007,182.869,196.99,من التمارين القويه او رفع الاوزان او شيء من هذا القبيل انه نبدا بالتتمارين الهوائيه ماهي التمارين الهوائيه  خليني اعرفها بشكل بسيط جدا تمارين اللهو اللهوائيه
1008,197.869,211.24,اللي هي تمارين اي مثل مشي لمده عشر دقائق او ركوب الدراجه  او اي الجري في المكان كل هذه  تعد تمارين هوائيه
1009,268.429,272.35,اي سؤالك جميل جدا وهجوبك عليه بطريقه مبسطه
1010,273.98,296.41,اي انا شايفه انه الانسان عادي يقدر يعتمد جدا علي التمارين الهوائيه فقط بدون ما يحتاج الي  رفع اوزان او رفع اثقال او شيء من هذا القبيل  يعني لو هو الانسان فضل يمارس رياضه المشي او رياضه ركوب الدراجات  او الجري في المكان  فان هذا بيشكل فارق عظيم جدا علي جسمه
1011,297.95,312.668, وايضا من ناحيه اخري هياثر ان هو يمارس اي نشاط يومي ا او اي مجهود بدني ايه بدون ما يشعر بتعب و برضه خليني اقول لك شيء مهم شيء مهم جدا
1012,313.789,321.279,ان الرياضه بتاثر علي ال علي القلب و علي الاوعيه الدمويه بشكل جدا سليم
1013,356.508,357.999,اه شوفي اهم حاجه
1014,358.895,360.301,انا بقدمها لاي حد
1015,363.379,384.938,انه هو اي اهم حاجه نلبس ملابس اه مناسبه للتمارين اللي احنا حنعملها اي واهم حاجه اهم حاجه با يعني باكد عليها لكل الناس شرب الميه اه عادي جدا ان احنا نشربها قبل و اثناء و بعد التدريب
1016,385.398,403.298,و هناك مقوله شائعه انه بيقول لك ما ما نشربش ميه اثناء التمربن لا المعلومه دي غلط الميه اثناء التمرين اه ما بتاثرش بشكل سلبي خالص علي الانسان بل بالعكس الميه في كل الاوقات اه لا تؤثر بشكل سلبي اطلاقا
1017,404.178,415.508,ايضا شيء ثاني حابه اضيفه علي كلامي انه لا نمارس اه اي نوع من الرياضه حتي لو من الرياضات الهوائيه اي علي معده ممتلئه
1018,415.938,424.239,يعني دائما افضل انه احنا نخلي الوقت ما بين تناول الوجبات و الرياضه علي الاقل نصف ساعه او ساعه
1019,482.238,487.359,اه شوفي و الله انا حابه اشكرك جدا انك تطرقت لهذا ال اه
1020,488.118,492.999,السؤال اه لاني فعلا الاحظ ناس كثيره جدا
1021,495.529,505.66,لو مثلا عندهم مرض مزمن ايا كان نوع هذا المرض يتوقفون عن الرياضه للاسف هذا يعني شيء اه خطا جدا
1022,506.118,520.628,لا انصح فيه اي احد علي الاطلاق لانه الرياضه اه ليس لها اي عائق اه تمنعني من ان امارسها اه كثير بنشوف ناس من ذوي الاحتياجات يمارسون الرياضه
1023,521.658,532.059,و بالعكس تشق تشكل فارق عظيم جدا في حياتهم من الناحيه بقي الجسديه و العقليه و البدنيه و من هذا القبيل
1024,532.639,536.35,و ايضا ناس اخري اتطرق معك لهذا الموضوع
1025,539.059,552.549,يصاب باصابه رياضيه اثناء تاديه الرياضه هذه فورا فور حدوث الاصابه انا اه اود ان اقول انه احنا نتجنب الرياضه اه
1026,553.1,562.48,لفتره الاصابه اه لحتي لحد ما اخف من الاصابه اللي حصلتلي اثناء الرياضه دي اووه و من ثم بعدها ابدا استكمل الرياضه
1027,591.83,621.339,اه شوفي و الله كلنا عارفين انه رياضه كره القدم هي اكثر و انواع الرياضات الشعبيه اه في العالم يعني مش بس في مصر عندنا لا في العالم كله حتلاقي ان اكثر اه رياضه بتجذب الناس هي الرياضه كره القدم سواء بقي في النوادي حتي لو بنشاهدها في التلفزيون فهي اكثر رياضه اه شعبيه اه بتجذب الناس كلها حواليها
1028,660.499,661.391,نعم يوجد
1029,662.569,681.668,نعم يوجد رياضات اه ايضا اخري كثيره جدا يشاهدها الناس اه ولكن لا تكون في المرتبه الاولي مثل رياضه كره القدم فرياضه كره القدم تحتل المرتبه الاولي في اه اكبر عدد مشاهدات واكبر عدد من الناس يمارسها
1030,682.13,686.77,وايضا يعني خليني اقول لك اني اه تاريخ الرياضه
1031,687.829,704.288,اه موجود من زمان جدا يعني من قبل ما بيكون في كره القدم كان يوجد رياضات ايضا مختلفه زي رياضه الفروسيه والمبارزه والرميه لانها كانت لاصل جزء من حياتهم اليوميه
1032,761.299,763.39,اه جميل جدا سؤالك
1033,764.329,768.578,اه ايضا في ما يهوي كره القدم او يعني ليس
1034,769.61,781.329,اه نجد ان بعض الشباب فئه اخري اه يفضلون رياضه العاب القوه لان العاب القوه هي اكثر الالعاب الرياضيه تطورا
1035,782.569,783.939,خاصه عندنا
1036,785.269,786.069,في مصر
1037,787.519,797.739,اه حيث يعني يوجد عدد لا باس به من الانديه الرياضيه التي تشارك وتهتم بهذا النوع من الرياضه وهو رياضه العاب القوه
1038,820.339,824.98,اه جميل جدا سؤالك حجاوبك عليه بطريقه برضه جميله
1039,825.918,843.22,اه رياضه الالعاب المائيه هي من الرياضات المستحدثه اه هي ما كانتش موجوده من قبل كدا اه بالعكس هي ظهرت الفتره الاخيره دي بشكل كبير و نجد ان بعض الشباب اه يفضلون هذا النوع من النوع الرياضات المائيه
1040,844.76,860.409,وايضا الرياضه المائيه لا تقتصر علي السباحه فقط و لكن ايضا يوجد كره الماء شارك فيها سباحون اه كثيرون في مصر وفازوا بمداليات ذهبيه وفضيه وبرونزيه في هذا النوع من السباحه
1041,886.519,916.84,اه سؤالك جميل جدا اه مصر اه بتهتم بشكل كبير جدا جدا جدا بذوي الاعاقه او انا احب اسميهم ذوي القدرات الخاصه لان هم عندهم قدرات خاصه جدا اه واعاقتهم لم تمنعهم من انهم يمارسون الرياضه بالعكس وبل ابدعوا فيها وفازوا بمداليات اه زي ما قولتلك و جوائز عالميه يعني ليست في مصر فقط
1042,917.928,921.218,فحتاكي تجدين ان اه
1043,921.618,936.07,اه يوجد لاعب مشهور اه يلعب كره الباسكيت بول  وهو علي كرسي متحرك ولم يمنعه اه هذا الكرسي من ممارسه الرياضه وغيرهم الكثير والكثير
1044,972.859,993.428,اه شوفي ولله سؤالك جميل جدا انا بنصح الكبار في السن وبذات ان همه ما يتوقفوش عن ممارسه الرياضه اه بعرف ان الكبار في السن بيكون مجهود بدني كبير جدا عليهم  ان هم يمارسوا اه رياضه من رياضيات رفع الاثقال او اه
1045,994.219,1018.606,الجري او كل هذه الرياضات فاا انصح انه حتي لو هنتمشي مثلا عشره دقايق كل يوم اه ان انا مثلا اركب دراجه اني انا انزل مثلا امشي الكلب بتاعي دي برضه نوع من انواع الرياضيه يعني مابرجحش ان احنا نفضل قاعدين في البيت ما منتحركش الحركه مهمه جدا لتنشيط الدماغ وتنشيط جسم الانسان
1046,1072.19,1090.269,اه كلامك مزبوط جدا  وحتي ممكن امارس الرياضه في البيت  يعني مثلا الرياضه مش مقصوره فقط علي اني امارسها خارج البيت بالعكس ممكن امارسها جدا عادي في البيت باني انا اتحرك في البيت اه مثلا ارتب البيت اه كل يوم اه
1047,1091.028,1113.819,ابتكر حاجه جديده تساعدني علي الرياضه اه الكلام ذا كله اه زي ماقولتلك الرياضه ماينفعش الانسان يستغني عنها كبير صغير مريض غير مريض اه عنده اعاقه او معندوش اعاقه الرياضه اه مايمنعنيش عنها اي شيء  يعني لازم امارس الرياضه كل يوم
1048,1134.289,1150.509,طبعا هي بتساعد بشكل كبير جدا علي فقدان الوزن بشكل صحيح جدا وسليم اه تخلص من الدهون الزائده في جسمك  ومن السكريات ايضا فانا انصح ممارسه الرياضه لو اي شخص يتبع حميه غذائيه
1049,1197.619,1201.48,شكرا لحضرتك وانا كنت مبسوطه ان انا كنت معاك النهار ذا
1050,1205.538,3.009,وعليكم السلام تمام ازايك يا طنط اسراء
1051,12.949,16.152,هي يوسف لو حنقول القران
1052,27.709,28.479,حاضر
1053,32.75,34.119,لا حر يعني حر
1054,44.509,50.889,لا هو بيبقي حر طول الوقت خاصه يعني الصبح الساعه ثمانيه كده بكون حر جدا والشمس ضاربه ال
1055,51.59,52.419,كل حاجه
1056,60.65,63.729,هو بدا من قبل رمضان شوي بشويه كده
1057,71.599,72.43,الصراحه لا
1058,77.839,83.139,اي اه لو مع لو انا يعني في الصيف هقول لك اه بحب الشتاء لو انا في الشتاء هقول لك بحب الصيف
1059,98.209,99.91,ممكن تقولي سبعه وثلاثين
1060,112.19,113.62,اه هو اه
1061,114.379,115.569,معتمد علي ال
1062,116.089,118.629,العوامل والمناخيه وكل ده
1063,119.72,120.879,من العوامل دي
1064,122.839,126.79,الموقع الجغرافي يعني انا شايفه الموقع الجغرافي اكثر حاجه بتفرق
1065,127.55,129.429,في البروده والحراره
1066,132.919,142.307,يعني احنا هنا مثلا في قاره اسيا قاره اسيا معروف انها برد يعني هتلاقي في ال في الشتاء احنا ابرد منكوا وفي الصيف
1067,142.97,146.259,احنا اقل منكوا في درجه الحراره يعني هنا بيكون برد
